date,venue,raceNumber,CS_ST_1_1,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-12,平和島,7,.15,,.07,.21,,.05,.14,,,,.12,,,.13,.09,.22,.12,,,,,.15,,,,.24,.08,.21,,.14,,,.19,,,.19,.21,.17,.12,,,,,.26,,,.26,.24,,.25,,.07,,,.28,,,,.22,,.14,.16,,,,5,,2,4,,3,6,,,,4,,,1,2,3,5,,,,,6,,,,2,6,4,,1,,,5,,,2,3,1,6,,,,,3,,,2,4,,6,,1,,,6,,,,6,,6,6,,,,5,,2,4,,3,6,,,,4,,,1,2,3,5,,,,,6,,,,2,5,4,,1,,,5,,,2,3,1,6,,,,,3,,,2,4,,6,,1,,,6,,,,6,,5,6,,,,1,,11,6,,6,12,,,,2,,,11,8,12,11,,,,,2,,,,5,9,5,,3,,,4,,,12,6,12,8,,,,,3,,,8,5,,3,,2,,,4,,,,1,,2,6,,,,２,,３,転,,２,６,,,,２,,,１,２,４,４,,,,,４,,,,４,６,３,,１,,,３,,,４,４,２,３,,,,,４,,,６,６,,６,,５,,,６,,,,５,,６,６,,,,0.16,0.16,0.15,0.15,0.26,   -, 27, 16, 22, 31, 28, 12, 31.07, 29.17, 36.70, 37.04, 50.00, 36.04, 49.51, 35.42, 51.38, 50.00, 64.42, 54.95, 72, 56, 43, 60, 35, 48, 28.89, 31.18, 42.42, 27.55, 39.80, 40.00, 44.44, 51.61, 61.62, 55.10, 56.12, 55.79,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,39.78,33.33, 0.00,28.57, 8.00, 0.00,43.65,52.94,25.81,44.07, 3.17, 0.00,60.22,51.85, 0.00,71.43,16.00, 0.00,60.32,71.43,41.94,61.86,15.87, 1.82,栗　城　　　　匠,権　藤　　俊　光,江　頭　　賢　太,羽　野　　直　也,櫻　井　　　　優,大　澤　　誠　也,4928,4832,4855,4831,5035,5074, 5.72, 5.74, 0.00, 6.00, 2.60, 0.00, 6.13, 6.65, 4.54, 6.77, 2.48, 1.53
2019-12-12,多摩川,7,.18,,.19,,,,,,,,.23,,,.06,,,,,,,,.29,,,,.30,,,,,,,.22,,,.11,,,,,,,,.28,,,.15,.20,,,,,,,.18,,,.16,,,,,,,,6,,3,,,,,,,,4,,,6,,,,,,,,2,,,,4,,,,,,,1,,,2,,,,,,,,3,,,6,4,,,,,,,2,,,5,,,,,,,,6,,4,,,,,,,,4,,,6,,,,,,,,2,,,,4,,,,,,,1,,,2,,,,,,,,3,,,6,4,,,,,,,2,,,5,,,,,,,,6,,11,,,,,,,,3,,,10,,,,,,,,9,,,,2,,,,,,,1,,,8,,,,,,,,2,,,12,1,,,,,,,1,,,7,,,,,,,,６,,５,,,,,,,,３,,,６,,,,,,,,２,,,,５,,,,,,,１,,,１,,,,,,,,５,,,５,３,,,,,,,２,,,２,,,,,,,,0.17,0.17,0.21,0.16,0.15,0.19,182,153,131,170,171,162, 43.64, 39.45, 38.94, 35.78, 35.78, 32.73, 59.09, 58.72, 47.79, 57.80, 49.54, 50.91, 48, 68, 47, 49, 57, 18, 30.77, 32.00, 32.74, 29.36, 35.09, 24.24, 51.28, 48.00, 50.44, 37.61, 51.75, 40.40,F1,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,38.89,25.00, 0.00,26.47,46.67,30.77,35.43,36.84,10.71,27.18,50.39,32.93,50.00,75.00, 2.86,52.94,46.67,61.54,54.33,56.84,22.62,49.51,73.64,56.10,和　田　　操　拓,酒　井　　俊　弘,金　山　　立　樹,野　口　　勝　弘,水　摩　　　　敦,服　部　　　　剛,4649,4692,4976,4516,4413,4417, 5.61, 6.00, 1.69, 5.00, 5.80, 5.77, 5.61, 5.68, 3.56, 5.12, 6.75, 5.56
2019-12-12,　津　,7,.21,,,,,,,,,,.23,,,,.14,,,,,,,.18,,,.11,,,,,,,,.16,,,.19,.14,,,,,,,.16,,,.19,,,,,,,,.33,,,.18,,,,,,,,5,,,,,,,,,,4,,,,5,,,,,,,4,,,6,,,,,,,,6,,,6,2,,,,,,,2,,,4,,,,,,,,4,,,3,,,,,,,,5,,,,,,,,,,4,,,,5,,,,,,,4,,,6,,,,,,,,5,,,6,2,,,,,,,2,,,4,,,,,,,,5,,,3,,,,,,,,10,,,,,,,,,,9,,,,2,,,,,,,4,,,12,,,,,,,,1,,,6,1,,,,,,,3,,,8,,,,,,,,7,,,11,,,,,,,,４,,,,,,,,,,６,,,,５,,,,,,,１,,,４,,,,,,,,４,,,４,２,,,,,,,１,,,３,,,,,,,,３,,,４,,,,,,,,0.18,0.28,0.16,0.20,0.20,0.17, 17, 33, 64, 66, 69, 15, 29.79, 41.18, 40.00, 33.33, 19.51, 45.83, 48.94, 49.02, 53.33, 41.18, 36.59, 75.00, 14, 30, 54, 66, 43, 28, 29.58, 51.43, 38.18, 26.98, 22.54, 39.34, 38.03, 64.29, 49.09, 47.62, 35.21, 54.10,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.33, 0.00,27.59,30.00,33.33,64.10,34.31, 7.27,35.71,20.45,37.50,39.25,60.61,10.00,31.03,48.00,51.28,79.49,49.02,21.82,44.29,42.05,53.85,62.62,奥　田　　　　誠,長　田　　光　子,中　山　　将　太,佐　藤　　　　旭,坪　口　　竜　也,正　木　　聖　賢,4111,3117,4912,4273,4553,3920, 5.64, 2.80, 4.24, 4.82, 5.08, 7.15, 5.12, 3.13, 4.91, 4.42, 5.63, 5.80
2019-12-12,尼　崎,7,.30,,.30,,,,,,,,.05,,,.09,,,,,,,,.28,,,.08,,,,,,,,.17,,,,.17,,,,,,,.14,,,.16,,,,,,,,.23,,,,.29,,,,,,,3,,5,,,,,,,,3,,,6,,,,,,,,6,,,4,,,,,,,,6,,,,1,,,,,,,4,,,6,,,,,,,,1,,,,4,,,,,,,3,,5,,,,,,,,3,,,6,,,,,,,,6,,,4,,,,,,,,6,,,,1,,,,,,,4,,,6,,,,,,,,1,,,,4,,,,,,,4,,9,,,,,,,,1,,,11,,,,,,,,4,,,11,,,,,,,,7,,,,3,,,,,,,3,,,8,,,,,,,,2,,,,2,,,,,,,エ,,５,,,,,,,,２,,,５,,,,,,,,３,,,３,,,,,,,,６,,,,５,,,,,,,３,,,３,,,,,,,,５,,,,１,,,,,,,0.19,0.18,0.17,0.16,0.15,0.21, 49, 66, 30, 61, 72, 25, 26.98, 37.88, 45.52, 32.80, 39.29, 31.16, 46.83, 56.82, 58.21, 52.00, 62.14, 57.25,  8, 56,  7, 34, 27,  6, 38.41, 28.36, 31.16, 28.06, 34.04, 27.94, 53.62, 40.30, 52.17, 38.85, 49.65, 40.44,F1,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,42.31,35.48,38.89,42.86, 0.00,57.14,42.31,51.75,26.97,13.95,27.38,20.59,65.38,56.45,57.41,71.43,42.86,71.43,68.46,73.43,44.94,25.58,55.95,32.35,堤　　　　　　昇,加　藤　　高　史,寳　田　　亮　治,河　上　　年　昭,小　羽　　正　作,新　地　　雅　洋,3563,3445,3523,3596,3683,3079, 6.04, 5.58, 5.37, 5.71, 4.00, 6.57, 6.07, 6.50, 4.71, 3.58, 5.46, 3.88
2019-12-12,鳴　門,7,.31,,.24,.14,,.27,,,,,.21,,,.14,.12,,,,,,,.13,,,,.12,.08,,,,,,.27,,,.16,.13,,.27,,,,,.16,,,.12,.17,.13,,,,,,.28,,,.19,.13,,.22,,,,,3,,5,2,,5,,,,,3,,,6,4,,,,,,,4,,,,1,5,,,,,,6,,,3,1,,5,,,,,1,,,3,6,2,,,,,,5,,,2,5,,3,,,,,3,,5,2,,4,,,,,3,,,6,4,,,,,,,4,,,,1,5,,,,,,6,,,3,1,,5,,,,,1,,,3,6,2,,,,,,5,,,2,4,,3,,,,,3,,9,5,,1,,,,,6,,,10,9,,,,,,,10,,,,1,12,,,,,,2,,,9,8,,3,,,,,1,,,12,2,10,,,,,,1,,,6,3,,2,,,,,６,,６,６,,６,,,,,５,,,３,３,,,,,,,５,,,,１,２,,,,,,４,,,４,２,,６,,,,,１,,,２,４,１,,,,,,５,,,４,６,,６,,,,,0.20,0.15,0.15,0.17,0.13,0.22, 75, 34, 53, 76, 64, 61, 31.06, 31.25, 32.35, 37.59, 33.33, 35.07, 48.48, 41.41, 44.85, 57.89, 51.94, 50.75, 53, 20, 61, 16, 68, 18, 28.47, 32.64, 33.80, 32.33, 28.99, 30.15, 43.80, 54.17, 51.41, 48.12, 44.20, 49.26,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,59.09,41.18,21.05, 0.00,15.38,25.64,50.83,38.64,24.14,55.00,14.29, 0.00,77.27,70.59,42.11, 0.00,23.08,38.46,69.17,51.14,43.68,66.67,37.50,森　田　　太　陽,伊　藤　　啓　三,森　野　　正　弘,中　澤　　宏　奈,白　石　　　　健,貫地谷　　直　人,4849,3838,4601,4569,3903,4097, 1.38, 7.39, 5.59, 4.05, 0.00, 3.31, 4.51, 6.48, 5.83, 4.46, 6.79, 3.93
2019-12-12,丸　亀,7,.09,,.14,,,,,,,,.10,,,,,,,,,,,.21,,,,.13,,,,,,,.16,,,,,,,,,,,.19,,,.12,,,,,,,,.21,,,,.21,,,,,,,6,,2,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,4,,,,,,,,,,,3,,,1,,,,,,,,5,,,,4,,,,,,,6,,2,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,5,,,,,,,,,,,3,,,1,,,,,,,,5,,,,4,,,,,,,1,,10,,,,,,,,9,,,,,,,,,,,5,,,,2,,,,,,,9,,,,,,,,,,,6,,,12,,,,,,,,5,,,,3,,,,,,,４,,１,,,,,,,,１,,,,,,,,,,,５,,,,４,,,,,,,２,,,,,,,,,,,１,,,１,,,,,,,,６,,,,６,,,,,,,0.17,0.13,0.19,0.15,0.15,0.20, 47, 40, 20, 35, 51, 27, 39.51, 51.28, 33.33, 33.75, 35.00, 31.17, 61.73, 67.95, 53.09, 45.00, 51.25, 51.95, 27, 46, 66, 50, 53, 62,  0.00, 50.00, 33.33, 54.55, 12.50, 45.45, 33.33, 59.09, 55.56, 63.64, 37.50, 54.55,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,42.86,42.11, 6.82,29.63,90.00, 0.00,26.97,44.96,14.12,24.63,47.96, 1.72,66.67,68.42,13.64,44.44,00.00,11.11,41.57,64.34,30.59,46.27,66.33, 8.62,後　藤　　正　宗,伊　藤　　誠　二,曾　根　　孝　仁,山　本　　景士郎,平　田　　忠　則,中　尾　　智　博,3987,3713,4249,4564,3898,4996, 5.88, 6.74, 2.70, 5.37, 9.10, 2.33, 4.56, 6.16, 3.51, 4.81, 6.54, 2.09
2019-12-12,宮　島,7,.13,,.17,.20,,.20,,,,,.18,,,.11,.20,,,,,,,.08,,,.19,.17,.10,,,,,,.14,,,.18,.25,,.26,,,,,.21,,,.30,.08,, ,,,,,.24,,,,.18,.31,,,,,,6,,4,3,,2,,,,,4,,,1,5,,,,,,,3,,,6,1,5,,,,,,6,,,3,2,,6,,,,,2,,,4,1,, ,,,,,3,,,,2,5,,,,,,6,,4,3,,2,,,,,4,,,1,5,,,,,,,2,,,6,1,5,,,,,,6,,,3,2,,6,,,,,2,,,4,1,,3,,,,,3,,,,2,5,,,,,,2,,8,8,,2,,,,,6,,,10,9,,,,,,,3,,,12,6,12,,,,,,1,,,9,2,,1,,,,,4,,,9,4,,3,,,,,7,,,,4,8,,,,,,６,,５,３,,２,,,,,４,,,４,５,,,,,,,１,,,６,１,５,,,,,,落,,,２,４,,３,,,,,５,,,６,５,,欠,,,,,３,,,,２,エ,,,,,,0.18,0.17,0.15,0.17,0.19,0.16, 48, 42, 46, 44, 52, 23, 24.49, 53.57, 45.83, 11.76, 41.67, 34.00, 46.94, 67.86, 54.17, 17.65, 66.67, 56.00, 64, 65, 58, 45, 38, 26, 28.95, 34.21, 41.38, 41.38, 29.63, 14.29, 47.37, 47.37, 51.72, 44.83, 40.74, 25.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,44.44,56.60,43.48,17.86,50.00,58.62,14.52,43.33,50.82,16.67,28.89,36.15,50.00,69.81,47.83,42.86,69.23,75.86,24.19,58.89,65.57,33.33,48.89,57.69,今　泉　　和　則,長　岡　　茂　一,一　宮　　稔　弘,松　浦　　　　努,新　良　　一　規,岡　本　　　　猛,3799,3227,3788,3424,2930,3736, 5.50, 6.74, 6.00, 4.25, 6.23, 6.90, 3.42, 5.90, 6.65, 3.53, 4.82, 5.69
2019-12-12,下　関,7,.24,,.20,.14,.18,.04,,,,,.15,,,.23,.16,,.14,.23,,,,.13,,,,.09,.28,.18,,.13,,,.10,,,.24,.15,.12,.13,.19,,,,.17,,,,.14,.16,.21,,,,,.14,,,.23,.15,,.27,.13,,,,3,,2,4,1,3,,,,,1,,,3,5,,2,6,,,,4,,,,6,2,1,,4,,,2,,,5,1,5,3,4,,,,2,,,,6,4,1,,,,,5,,,3,1,,5,2,,,,6,,2,4,1,3,,,,,1,,,3,5,,2,6,,,,4,,,,6,2,1,,5,,,2,,,6,1,5,3,4,,,,2,,,,6,4,1,,,,,5,,,3,1,,4,2,,,,4,,12,7,11,6,,,,,3,,,9,4,,5,10,,,,3,,,,2,8,4,,2,,,6,,,10,7,12,3,10,,,,9,,,,8,11,1,,,,,2,,,11,4,,1,11,,,,２,,２,４,１,１,,,,,２,,,５,３,,２,６,,,,６,,,,５,６,２,,４,,,３,,,４,１,３,３,４,,,,２,,,,５,４,１,,,,,２,,,２,５,,４,６,,,,0.15,0.20,0.19,0.16,0.18,0.18, 15, 39, 57, 25, 66, 50, 27.81, 25.34, 36.99, 28.19, 34.44, 33.99, 43.71, 41.10, 52.74, 46.31, 52.98, 52.29, 48, 29, 56, 14, 47, 36, 35.92, 38.06, 31.54, 35.14, 40.91, 34.67, 52.11, 59.35, 45.64, 48.65, 56.49, 56.67,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,28.57,32.00,31.03,30.77, 0.00,17.14,50.00,22.73,18.18,42.16,42.52,19.75,52.38,46.00,34.48,46.15, 0.00,45.71,66.67,46.59,27.27,55.88,66.14,43.21,野　添　　貴　裕,小　林　　基　樹,竹　田　　広　樹,三　宅　　　　潤,橋　本　　年　光,今　出　　晋　二,3555,4041,3617,4319,3745,3949, 5.24, 4.52, 4.62, 4.92, 0.00, 4.43, 6.45, 4.76, 3.56, 5.78, 6.25, 4.42
2019-12-12,唐　津,7,.17,,,.15,,,,,,,.23,,,.17,,,,,,,,.19,,,.29,,,,,,,,.17,,,.08,,,,,,,,.19,,,.17,,,,,,,,.11,,,.24,,,,,,,,3,,,4,,,,,,,6,,,4,,,,,,,,1,,,5,,,,,,,,1,,,2,,,,,,,,3,,,6,,,,,,,,4,,,3,,,,,,,,3,,,4,,,,,,,6,,,4,,,,,,,,1,,,5,,,,,,,,1,,,2,,,,,,,,3,,,6,,,,,,,,4,,,3,,,,,,,,4,,,1,,,,,,,5,,,10,,,,,,,,4,,,12,,,,,,,,2,,,10,,,,,,,,2,,,8,,,,,,,,6,,,11,,,,,,,,５,,,１,,,,,,,６,,,４,,,,,,,,４,,,４,,,,,,,,２,,,３,,,,,,,,５,,,３,,,,,,,,４,,,３,,,,,,,,0.16,0.19,0.16,0.15,0.17,0.14, 44, 66, 61, 84, 62, 71, 33.33, 33.33, 39.88, 39.74, 34.84, 31.65, 54.94, 53.46, 55.83, 50.64, 53.55, 55.06, 43, 24, 32, 16, 45, 62, 30.43, 35.71, 33.82, 32.91, 33.80, 35.82, 44.93, 45.71, 45.59, 40.51, 50.70, 49.25,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,38.89,40.00,48.72,47.37,32.76,27.50,30.99,35.00,52.94,43.56,25.00,13.89,50.00,55.00,76.92,68.42,44.83,35.00,43.66,53.33,72.06,65.35,34.00,30.56,今　井　　裕　梨,片　岡　　恵　里,香　川　　素　子,土　屋　　千　明,森　岡　　真　希,池　田　　明　美,4240,4014,3900,4225,3802,3894, 5.44, 5.65, 6.74, 6.37, 4.93, 4.38, 4.87, 5.40, 6.90, 6.35, 4.16, 3.69
2019-12-12,大　村,7,.14,,,.09,.12,.10,,.17,.11,.06,.29,.19,.28,,.18,.18,.26,,.40,,.21,.11,.08,,.06,.12,,.09,.07,.06,,.15,.16,,.33,,.10,.15,.15,,.11,.13,.28,.13,.12,.17,,.12,.19,.12,,.10,,.13,.06,,,,.11,.19,.11,,.24,.16,.13,2,,,5,4,6,,3,1,2,1,3,4,,2,6,4,,5,,6,1,6,,4,6,,2,5,3,,2,5,,2,,6,2,5,,3,1,6,1,3,2,,2,5,6,,3,,4,2,,,,1,4,5,,6,3,1,2,,,5,4,6,,3,1,2,1,3,4,,2,6,4,,5,,6,1,6,,4,6,,2,5,3,,2,5,,2,,6,2,4,,3,1,6,1,3,2,,2,5,6,,3,,4,2,,,,1,4,5,,6,3,1,12,,,3,11,11,,6,10,11,5,7,2,,2,8,7,,8,,2,2,12,,7,6,,7,11,9,,4,6,,4,,3,8,4,,1,6,4,6,5,3,,4,9,2,,3,,1,7,,,,1,6,10,,1,11,9,３,,,２,４,２,,４,１,４,６,２,６,,３,５,６,,６,,６,１,６,,４,４,,３,６,２,,２,４,,３,,４,４,６,,５,１,５,２,６,２,,５,６,５,,６,,５,２,,,,１,２,３,,４,１,５,0.13,0.15,0.15,0.18,0.15,0.18, 37, 50, 17, 13, 48, 40, 31.46, 41.49, 35.42, 30.00, 33.67, 37.76, 48.31, 58.51, 58.33, 43.00, 52.04, 59.18, 58, 17, 74, 31, 15, 28, 36.20, 29.24, 36.51, 28.49, 37.99, 38.62, 55.83, 46.78, 50.79, 42.47, 54.19, 59.26,F1,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,58.54,50.00,50.00,50.00,59.46,56.54,39.17,50.43,62.39,49.44,52.38,56.67,60.98,67.65,50.00,64.00,70.27,72.25,65.00,60.68,76.07,67.42,72.22,71.11,重　成　　一　人,杉　山　　裕　也,福　来　　　　剛,森　永　　　　淳,角　谷　　健　吾,榎　　　　幸　司,3908,4269,4095,4072,3613,4171, 7.46, 6.76, 6.00, 6.36, 7.22, 7.09, 7.09, 6.50, 7.62, 6.48, 6.91, 7.13
