date,venue,raceNumber,CS_ST_1_1,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-12,平和島,3,.15,,,.24,.08,.21,,,,,.36,,,.13,.23,,.21,.04,,,,.39,,,.21,.11,,.29,.18,,,,.14,,,.16,.14,,.15,,,,,.06,,,.09,.18,,.08,.12,,,,.19,,,,.24,.09,.19,.14,,,,6,,,2,6,4,,,,,6,,,3,5,,4,1,,,,5,,,1,6,,4,1,,,,2,,,3,6,,1,,,,,2,,,4,1,,3,5,,,,5,,,,4,2,3,1,,,,6,,,2,5,4,,,,,6,,,3,5,,4,1,,,,5,,,1,6,,4,1,,,,2,,,3,6,,1,,,,,2,,,4,1,,3,5,,,,5,,,,4,2,3,1,,,,2,,,5,9,5,,,,,5,,,11,4,,1,6,,,,6,,,12,8,,3,12,,,,2,,,10,5,,7,,,,,1,,,10,4,,5,12,,,,7,,,,1,9,3,8,,,,４,,,４,６,３,,,,,５,,,５,６,,５,４,,,,３,,,２,３,,３,１,,,,３,,,４,３,,１,,,,,３,,,６,３,,４,４,,,,３,,,,３,１,１,２,,,,0.15,0.18,0.20,0.16,0.17,0.14, 22, 51, 41, 18, 10, 44, 36.70, 32.04, 36.36, 35.48, 38.78, 36.36, 51.38, 50.49, 49.49, 58.06, 56.12, 52.27, 43, 38, 44, 14, 49, 64, 42.42, 39.78, 31.58, 21.11, 27.72, 33.33, 61.62, 55.91, 45.26, 33.33, 46.53, 49.49,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0, 0.00, 0.00,48.98,16.67,24.32,14.29,25.81,22.45,63.64,14.44,25.00,25.86, 0.00, 0.00,64.29,16.67,37.84,28.57,41.94,43.88,78.18,30.00,42.39,43.10,江　頭　　賢　太,佐　藤　　駿　介,今　泉　　友　吾,溝　口　　海義也,山　崎　　鉄　平,四　宮　　与　寛,4855,4846,4759,4958,4879,4839, 0.00, 0.00, 6.52, 3.50, 4.41, 3.29, 4.54, 4.36, 7.43, 3.71, 4.59, 4.38
2019-12-12,多摩川,3,.18,,,,,,,,,,.06,,,.13,,,,,,,,.28,,,.19,,,,,,,,.20,,,,,,,,,,,.17,,,,,,,,,,,.11,,,,,,,,,,,3,,,,,,,,,,2,,,5,,,,,,,,2,,,5,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,3,,,,,,,,,,3,,,5,,,,,,,,2,,,5,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,5,,,12,,,,,,,,3,,,8,,,,,,,,2,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,５,,,,,,,,,,１,,,３,,,,,,,,１,,,６,,,,,,,,２,,,,,,,,,,,５,,,,,,,,,,,４,,,,,,,,,,,0.18,0.13,0.18,0.19,0.20,   -,138,125,150,149,139,184, 31.86, 30.63, 25.00, 38.74, 39.09, 41.67, 53.10, 50.45, 39.81, 50.45, 55.45, 62.04, 51, 25, 39, 61, 15, 73, 32.50, 37.27, 23.85, 24.78, 26.92, 32.11, 47.50, 48.18, 44.04, 49.56, 35.58, 47.71,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,32.14,44.74,45.95,30.00,42.86, 0.00,40.00,45.31,51.28,31.33,35.59, 0.00,44.64,68.42,70.27,45.00,57.14, 0.00,55.00,70.31,67.52,40.96,56.78, 0.00,吉　田　　慎二郎,中　村　　　　尊,松　尾　　　　祭,岩　川　　仁　士,鶴　田　　勇　雄,小　原　　聡　将,4228,4090,4452,4489,4607,5095, 5.00, 6.11, 6.30, 4.80, 5.61, 0.00, 5.73, 6.55, 6.24, 4.70, 5.61, 1.25
2019-12-12,　津　,3,.11,,.20,,,,,,,,.13,,,.15,,,,,,,,.19,,,,,,,,,,,.30,,,,,,,,,,,.18,,,.16,,,,,,,,.13,,,,,,,,,,,2,,5,,,,,,,,1,,,3,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,,,2,,5,,,,,,,,1,,,3,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,,,5,,11,,,,,,,,4,,,9,,,,,,,,11,,,,,,,,,,,2,,,,,,,,,,,8,,,12,,,,,,,,10,,,,,,,,,,,２,,５,,,,,,,,３,,,２,,,,,,,,２,,,,,,,,,,,６,,,,,,,,,,,１,,,１,,,,,,,,３,,,,,,,,,,,0.19,0.19,0.19,   -,0.15,0.15, 68, 18, 14, 28, 67, 71, 32.00, 38.64, 42.00, 34.88, 31.82, 33.33, 46.00, 65.91, 60.00, 55.81, 45.45, 56.86, 41, 15, 26, 12, 59, 29, 32.08, 33.78, 23.44, 10.42, 33.90, 13.56, 50.94, 52.70, 39.06, 14.58, 59.32, 27.12,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,22.22, 0.00,13.33, 0.00,54.17,27.91,30.59,36.84,31.25, 0.00,48.46,35.48,33.33, 0.00,20.00, 0.00,75.00,51.16,47.06,52.63,41.67, 0.00,63.85,45.16,福　田　　　　理,西　舘　　果　里,富　永　　大　一,山　川　　波　乙,池　永　　　　太,村　上　　功　祐,3982,4781,4555,5078,4364,4039, 4.22, 1.29, 3.40, 1.22, 7.17, 4.84, 5.15, 5.25, 4.43, 1.29, 6.70, 5.10
2019-12-12,尼　崎,3,.17,,,,,,,,,,.09,,,,,,,,,,,.23,,,.19,,,,,,,,.30,,,,,,,,,,,.27,,,,,,,,,,,.19,,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,,1,,,2,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,,1,,,2,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,,6,,,12,,,,,,,,9,,,,,,,,,,,8,,,,,,,,,,,3,,,,,,,,,,,６,,,,,,,,,,５,,,,,,,,,,,３,,,３,,,,,,,,３,,,,,,,,,,,５,,,,,,,,,,,２,,,,,,,,,,,0.16,0.19,0.16,0.21,0.19,0.19, 61, 15, 53, 51, 70, 13, 32.80, 36.57, 39.06, 40.16, 31.78, 38.93, 52.00, 57.46, 50.78, 61.48, 55.04, 51.91, 34, 44, 11, 55, 18, 39, 28.06, 40.14, 42.14, 46.04, 50.34, 38.57, 38.85, 57.75, 57.14, 65.47, 65.52, 56.43,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.86,42.86,50.00,14.00,19.57, 0.00,13.95, 0.00,52.27,16.67,23.19,29.07,71.43,57.14,73.33,30.00,36.96, 0.00,25.58, 5.56,70.45,31.48,37.68,40.70,河　上　　年　昭,今　村　　賢二郎,西　島　　義　則,大　川　　茂　実,松　田　　英　数,高　山　　秀　雄,3596,3521,3024,3261,3729,3448, 5.71, 6.00, 6.87, 4.02, 4.09, 0.00, 3.58, 2.47, 6.87, 3.74, 4.23, 4.74
2019-12-12,鳴　門,3,.19,,.17,.14,.08,,,,,,.11,,,.15,.11,.19,,,,,,.17,,,.23,.16,,,,,,,.08,,,,.07,.14,,,,,,.27,,,.16,.13,,,,,,,.19,,,.15,.08,,,,,,,5,,2,6,3,,,,,,3,,,6,1,4,,,,,,4,,,1,5,,,,,,,2,,,,3,6,,,,,,6,,,3,1,,,,,,,5,,,2,1,,,,,,,5,,2,6,3,,,,,,3,,,6,1,5,,,,,,4,,,1,5,,,,,,,2,,,,3,6,,,,,,6,,,3,1,,,,,,,5,,,2,1,,,,,,,4,,11,4,11,,,,,,5,,,12,4,8,,,,,,1,,,9,1,,,,,,,5,,,,5,10,,,,,,2,,,9,8,,,,,,,2,,,8,11,,,,,,,３,,３,５,４,,,,,,１,,,５,１,６,,,,,,３,,,５,４,,,,,,,２,,,,１,５,,,,,,４,,,４,２,,,,,,,２,,,４,１,,,,,,,0.16,0.16,0.20,0.14,0.17,0.14, 68, 55, 20, 17, 76, 54, 20.93, 31.65, 34.59, 40.44, 37.59, 36.92, 34.11, 46.04, 47.37, 61.03, 57.89, 55.38, 72, 50, 59, 14, 16, 15, 32.41, 45.51, 34.53, 38.97, 32.33, 43.17, 49.66, 67.95, 51.08, 55.88, 48.12, 56.83,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,41.94,64.52,18.31,25.58,21.05,36.84,50.74,55.42,15.85,27.91,24.14,35.43,58.06,77.42,36.62,51.16,42.11,56.14,66.91,72.29,39.02,44.19,43.68,54.33,坂　元　　浩　仁,福　島　　勇　樹,西　岡　　育　未,井　手　　良　太,中　澤　　宏　奈,杢　野　　誓　良,4409,4083,4878,4675,4569,3929, 6.19, 7.03, 3.99, 4.98, 4.05, 5.51, 6.58, 6.82, 4.20, 4.60, 4.46, 5.41
2019-12-12,丸　亀,3,.23,,.19,,,,,,,,.23,,,.11,,,,,,,,.13,,,.13,,,,,,,,.21,,,,,,,,,,,.06,,,,,,,,,,,.12,,,.19,,,,,,,,2,,4,,,,,,,,4,,,5,,,,,,,,6,,,6,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,3,,,3,,,,,,,,2,,4,,,,,,,,4,,,5,,,,,,,,4,,,6,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,5,,,3,,,,,,,,1,,6,,,,,,,,3,,,7,,,,,,,,4,,,11,,,,,,,,5,,,,,,,,,,,7,,,,,,,,,,,4,,,10,,,,,,,,６,,４,,,,,,,,６,,,６,,,,,,,,４,,,５,,,,,,,,６,,,,,,,,,,,３,,,,,,,,,,,５,,,４,,,,,,,,0.19,0.15,0.16,0.20,0.15,0.16, 39, 30, 49, 27, 48,  1, 26.87, 22.50, 40.51, 31.17, 27.16, 22.50, 46.27, 46.25, 49.37, 51.95, 46.91, 35.00, 64, 28, 60, 62, 19, 32,  0.00, 54.55, 27.27, 45.45, 54.55, 22.22,  0.00, 81.82, 45.45, 54.55, 72.73, 22.22,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,11.76, 6.93,25.00, 0.00, 0.00,44.44,13.04,12.16,30.91, 1.72,31.25,45.45,52.94,12.87,58.33,11.11, 0.00,66.67,26.09,25.68,53.64, 8.62,45.83,68.60,原　田　　正　己,船　越　　健　吾,宮　下　　元　胤,中　尾　　智　博,中　島　　浩　哉,大　野　　芳　顕,3052,4946,4298,4996,4299,4363, 4.82, 2.48, 5.29, 2.33, 0.00, 6.00, 3.49, 3.34, 5.40, 2.09, 4.99, 6.50
2019-12-12,宮　島,3,.19,,,.22,.14,,,,,,.06,,,.16,.16,.03,,,,,,.21,,,.30,.08,,,,,,,.23,,,.29,.25,,,,,,,.21,,,.21,.14,,,,,,,.10,,,.22,.12,,,,,,,3,,,5,3,,,,,,2,,,3,1,1,,,,,,2,,,4,1,,,,,,,1,,,5,3,,,,,,,1,,,3,6,,,,,,,1,,,3,4,,,,,,,3,,,5,2,,,,,,4,,,3,1,5,,,,,,2,,,4,1,,,,,,,1,,,5,3,,,,,,,1,,,3,6,,,,,,,1,,,3,4,,,,,,,1,,,2,7,,,,,,3,,,10,1,7,,,,,,4,,,9,4,,,,,,,4,,,8,1,,,,,,,1,,,8,12,,,,,,,6,,,12,4,,,,,,,５,,,５,６,,,,,,４,,,５,１,１,,,,,,５,,,６,５,,,,,,,３,,,６,４,,,,,,,１,,,２,３,,,,,,,１,,,２,１,,,,,,,0.19,0.17,0.19,0.20,0.19,0.14, 38, 70, 52, 35, 59, 41, 55.00, 28.57, 41.67, 34.21, 40.48, 27.08, 62.50, 37.14, 66.67, 50.00, 59.52, 45.83, 12, 44, 38, 52, 48, 42, 31.71, 32.14, 29.63, 37.50, 32.26, 30.77, 41.46, 50.00, 40.74, 57.50, 58.06, 46.15,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,17.39,40.00,50.00,10.34,41.03,56.78,16.67,50.85,28.89,19.12,33.00,45.92,34.78,50.00,69.23,27.59,51.28,69.49,28.21,66.10,48.89,29.41,46.00,65.31,近　藤　　稔　也,鈴　木　　幸　夫,新　良　　一　規,本　吉　　正　樹,川　添　　英　正,島　川　　光　男,3477,2876,2930,3313,3566,3158, 3.78, 5.20, 6.23, 3.41, 5.49, 6.81, 3.97, 6.41, 4.82, 3.78, 5.14, 6.17
2019-12-12,下　関,3,.30,,,.09,.19,.18,,,,,.18,,,,.17,.06,.08,.11,,,,.21,,,.29,.09,,.22,.18,,,,.15,,,.16,.10,.17,.18,.11,,,,.29,,,,.18,.15,.17,,,,,.19,,,,.08,.07,.13,.08,,,,6,,,2,6,3,,,,,1,,,,4,6,4,3,,,,1,,,4,6,,5,1,,,,1,,,5,2,6,5,3,,,,6,,,,2,3,4,,,,,2,,,,3,5,1,4,,,,5,,,2,6,3,,,,,1,,,,4,6,5,3,,,,2,,,4,6,,5,1,,,,1,,,5,2,6,4,3,,,,6,,,,2,3,4,,,,,2,,,,3,5,1,4,,,,4,,,2,10,7,,,,,9,,,,4,12,6,11,,,,4,,,11,9,,7,10,,,,1,,,9,6,11,4,9,,,,1,,,,4,11,3,,,,,8,,,,5,9,3,11,,,,６,,,１,５,４,,,,,１,,,,１,５,３,２,,,,１,,,３,１,,５,１,,,,１,,,６,３,５,３,４,,,,３,,,,２,３,２,,,,,３,,,,５,６,１,３,,,,0.17,0.15,0.18,0.16,0.17,0.17, 20, 67, 11, 68, 31, 12, 29.05, 30.43, 30.20, 24.14, 31.79, 43.62, 50.00, 47.83, 49.66, 36.55, 46.36, 60.40, 69, 58, 38, 11, 43, 57, 38.30, 27.66, 31.85, 42.86, 33.78, 36.94, 56.03, 43.97, 45.86, 59.01, 48.65, 57.32,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,21.28,36.00,57.89,46.15,45.45,24.00,26.60,36.51,42.45,47.62,36.04,17.19,48.94,44.00,73.68,61.54,45.45,48.00,48.94,58.73,63.31,58.33,54.95,40.63,川　崎　　公　靖,中　村　　辰　也,北　川　　潤　二,稗　田　　聖　也,森　　　　貴　洋,坂　東　　　　満,4271,4523,4199,4506,3904,3286, 4.60, 5.40, 6.68, 6.15, 4.91, 4.72, 4.85, 5.54, 6.04, 5.88, 5.66, 4.23
2019-12-12,唐　津,3,.20,,,,,,,,,,.32,,,,,,,,,,,.18,,,.28,,,,,,,,.21,,,,,,,,,,,.19,,,.20,,,,,,,,.29,,,.21,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,1,,,4,,,,,,,,3,,,,,,,,,,,2,,,1,,,,,,,,4,,,1,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,1,,,4,,,,,,,,3,,,,,,,,,,,2,,,1,,,,,,,,4,,,1,,,,,,,,4,,,,,,,,,,7,,,,,,,,,,,1,,,12,,,,,,,,8,,,,,,,,,,,1,,,8,,,,,,,,3,,,9,,,,,,,,３,,,,,,,,,,６,,,,,,,,,,,１,,,２,,,,,,,,６,,,,,,,,,,,３,,,２,,,,,,,,２,,,４,,,,,,,,0.15,   -,0.17,0.16,0.18,0.19, 87, 43, 56, 37, 58, 50, 34.39, 33.33, 40.65, 30.41, 34.97, 31.82, 54.14, 57.05, 53.55, 52.03, 49.08, 45.45, 25, 66, 61, 31, 26, 63, 38.33, 65.63, 36.62, 35.94, 41.33, 30.38, 50.00, 81.25, 64.79, 48.44, 64.00, 46.84,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00,11.11,64.00, 0.00,18.92,13.79,27.91,24.07,44.80,21.88,26.32,13.73,66.67,33.33,86.00, 0.00,35.14,34.48,39.53,44.44,69.60,37.50,36.84,33.33,中　里　　優　子,赤　澤　　文　香,大　瀧　　明日香,中　北　　　　涼,古　賀　　千　晶,古　川　　　　舞,3579,4098,3999,4924,4071,4354, 6.25, 3.67, 7.64, 1.62, 4.11, 3.93, 4.86, 4.81, 6.54, 4.06, 4.37, 3.92
2019-12-12,大　村,3,.18,,.13,.15,,.15,.14,.09,,.14,.13,.12,,,.12,.19,.12,,.10,,.13,.15,.08,,,.18,.08,.06,,.14,.08,.04,.16,,,,.20,.22,.14,,.15,.18,.22,.22,.17,,,.05,.23,.17,,.15,.16,.15,.24,.26,,,.08,.19,.23,,.27,.23,.19,6,,2,4,,1,3,6,,3,1,3,,,2,5,6,,3,,4,2,4,,,6,3,1,,5,4,1,1,,,,2,4,6,,5,3,4,5,3,,,3,6,3,,2,5,1,5,5,,,4,2,3,,1,6,4,6,,2,4,,1,3,5,,6,1,3,,,2,5,6,,3,,4,2,4,,,6,3,1,,5,4,1,1,,,,2,4,6,,5,3,5,5,3,,,3,6,2,,2,5,1,5,5,,,4,2,3,,1,6,4,2,,11,5,,2,7,2,,9,6,5,,,4,9,2,,3,,1,10,6,,,5,11,7,,5,10,2,4,,,,5,9,8,,6,12,9,8,12,,,1,9,4,,5,12,5,5,7,,,3,7,1,,2,9,2,６,,２,５,,１,４,１,,６,２,６,,,５,６,５,,６,,５,２,６,,,６,５,２,,３,４,１,２,,,,２,４,５,,２,５,３,５,２,,,２,５,２,,６,２,１,４,６,,,５,５,５,,５,６,３,0.15,0.15,0.13,0.18,0.19,0.16, 25, 48, 29, 56, 72, 12, 44.57, 33.67, 42.86, 35.87, 30.11, 48.94, 63.04, 52.04, 58.16, 52.17, 47.31, 64.89, 71, 15, 32, 19, 12, 21, 34.13, 37.99, 32.00, 35.84, 37.43, 30.46, 53.89, 54.19, 47.50, 56.07, 51.46, 43.10,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,62.32,59.46,40.00,52.94,31.82,38.10,56.00,52.38,41.60,45.67,52.52,51.40,71.74,70.27,60.00,88.24,40.91,52.38,72.00,72.22,56.00,56.69,66.91,70.09,中　村　　亮　太,角　谷　　健　吾,石　渡　　鉄　兵,深　井　　利　寿,山　本　　隆　幸,大　峯　　　　豊,4070,3613,3716,3918,4025,4237, 7.30, 7.22, 6.71, 7.82, 5.36, 6.52, 7.03, 6.91, 6.58, 6.34, 6.83, 6.85
