date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-04-27,徳　山,6,.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.17,0.15,0.19,0.18,0.19, 73, 20, 44, 13, 47, 71, 39.51, 43.18, 32.61, 39.56, 29.47, 37.50, 49.38, 52.27, 44.57, 54.95, 45.26, 53.41, 22, 21, 62, 23, 39, 58, 44.57, 40.24, 41.74, 37.93, 35.29, 35.90, 60.30, 52.85, 62.40, 54.79, 47.06, 53.85,F1,F1,F1,F0,F1,F0,L0,L0,L0,L0,L0,L0,16.67, 0.00,64.81,33.33,60.36, 0.00,17.05,24.00,45.92,34.35,40.24, 2.94,35.71, 0.00,82.41,50.00,72.97, 0.00,28.41,44.00,64.29,61.07,52.44, 2.94,藤　井　　　　理,永　田　　義　紘,今　村　　　　豊,井　川　　大　作,大　賀　　広　幸,木　村　　　　颯,3846,4374,2992,3454,3427,5040, 4.04, 0.00, 7.95, 4.94, 7.14, 1.14, 3.98, 4.69, 6.74, 5.55, 5.62, 1.50
2019-04-27,芦　屋,6,.12,.13,.19,,,,,.17,.11,.11,,.18,,,.28,,.05,.07,,,,.18,,.17,.21,.22,,,.24,,.26,.21,,,,.17,,.15,.09,,,,2,6,6,,,,,5,3,5,,5,,,1,,2,6,,,,5,,2,6,3,,,6,,6,5,,,,4,,4,1,,,,2,6,5,,,,,5,3,4,,5,,,1,,2,6,,,,5,,2,6,3,,,5,,6,4,,,,4,,3,1,,,,7,11,9,,,,,5,9,5,,2,,,5,,6,10,,,,4,,3,12,1,,,6,,4,8,,,,9,,8,12,,,,２,６,６,,,,,４,３,５,,３,,,１,,６,３,,,,６,,６,６,６,,,６,,６,４,,,,５,,６,１,,,,0.14,0.17,0.15,0.16,0.23,0.15, 38, 19, 14, 27, 55, 23,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 65,  4, 22, 45, 50, 53, 32.63, 31.11, 38.39, 39.38, 26.97, 24.02, 53.68, 47.11, 55.45, 55.31, 42.70, 41.90,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,45.95,10.53,50.88, 8.89, 0.00,46.09,24.74,26.53,45.99,17.05, 0.00,50.96,59.46,15.79,57.89,28.89, 0.00,62.50,51.55,43.88,56.20,39.77, 4.35,68.79,織　田　　　　猛,幸　野　　史　明,大　庭　　元　明,戸　敷　　晃　美,大　賀　　龍之介,大　山　　千　広,3858,4406,3662,4936,5009,4885, 5.76, 3.11, 5.89, 3.29, 1.29, 6.10, 5.01, 4.88, 6.18, 4.18, 1.75, 6.80
2019-04-27,福　岡,6,.03,,.21,.12,.17,,.08,.08,,.20,.09,.17,,,.25,.18,.19,.15,.17,.11,,.22,.19,.16,,.16,.16,,.12,.22,.14,.09,.20,.18,,.19,.23,.29,,.21,.24,,6,,5,3,4,,3,6,,3,1,6,,,6,3,4,1,5,3,,5,1,3,,2,6,,1,5,2,2,5,3,,2,4,3,,1,5,,6,,5,2,4,,3,5,,3,1,6,,,6,2,4,1,5,2,,5,1,3,,2,6,,1,4,2,6,5,3,,2,4,3,,1,5,,5,,7,12,4,,2,6,,2,7,8,,,2,12,3,8,4,11,,2,11,4,,5,12,,1,12,6,12,6,12,,4,9,6,,3,8,,４,,６,２,６,,６,２,,４,２,４,,,３,４,３,１,２,２,,２,２,３,,２,４,,１,３,１,４,５,６,,２,４,２,,１,２,,0.18,0.16,0.15,0.15,0.13,0.21,161,156,114,111,131,155, 25.17, 30.19, 28.57, 32.53, 32.54, 34.97, 44.90, 54.09, 47.02, 48.80, 44.97, 52.15, 58, 60, 75, 74, 51, 21, 28.99, 36.54, 29.17, 29.93, 35.47, 34.34, 47.93, 55.77, 49.40, 41.50, 53.49, 52.53,F0,F1,F1,F1,F1,F0,L0,L0,L0,L0,L0,L0,30.61,26.67,55.00,14.29,61.90,33.33,32.29,23.44,47.54,32.98,48.28,23.53,46.94,60.00,75.00,28.57,80.95,57.58,48.96,48.44,65.57,48.94,66.90,34.12,柴　田　　大　輔,楠　原　　正　剛,小　坂　　尚　哉,中　村　　有　裕,渡　邉　　和　将,森　林　　　　太,4204,4485,4295,4012,4537,3680, 4.98, 5.27, 6.70, 3.71, 7.38, 5.15, 5.05, 4.95, 6.40, 5.20, 6.55, 4.33
2019-04-27,大　村,6,.16,.12,,,,,,.12,.17,,,,,,.16,.13,,,,,,.04,.07,,,,,,.14,,.44,,,,,.12,,.05,,,,,5,3,,,,,,5,3,,,,,,4,6,,,,,,3,1,,,,,,6,,6,,,,,1,,2,,,,,5,2,,,,,,4,3,,,,,,4,6,,,,,,3,1,,,,,,5,,6,,,,,1,,2,,,,,8,11,,,,,,2,8,,,,,,5,12,,,,,,3,11,,,,,,7,,2,,,,,3,,1,,,,,３,３,,,,,,６,６,,,,,,２,６,,,,,,１,１,,,,,,６,,４,,,,,２,,２,,,,,0.18,0.15,0.17,0.16,0.20,0.16, 13, 43, 58, 55, 46, 25, 31.69, 37.23, 32.80, 37.31, 37.84, 31.15, 48.63, 51.60, 50.00, 54.40, 54.59, 45.90, 40, 44, 38, 58, 54, 17, 32.35, 31.82, 53.33, 26.83, 13.51, 29.27, 50.00, 45.45, 71.11, 43.90, 40.54, 56.10,F0,F1,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.96,16.67,54.72,58.16, 0.00,33.75,39.32,25.97,45.86,56.76, 0.00,15.58,58.70,33.33,70.44,67.35, 3.85,53.75,58.97,35.06,65.41,67.57, 9.09,28.57,坪　口　　竜　也,山　田　　佑　樹,榎　　　　幸　司,中　村　　亮　太,羽　野　　　　諒,尾　崎　　雄　二,4553,4323,4171,4070,5008,4695, 5.76, 3.88, 7.02, 7.01, 1.77, 5.28, 5.82, 4.23, 6.40, 6.76, 1.97, 3.45
2019-04-27,桐　生,7,.10,.21,.22,.17,.10,.12,,.15,.24,.14,.15,.25,,,.15,.16,.13,.15,.08,.12,,.17,,.01,.18,.09,,.09,.08,,.12,.09,.08,.26,,.23,.13,.19,.14,.21,.18,,4,2,3,1,3,6,,4,5,6,3,1,,,2,1,5,3,4,2,,5,,3,6,1,,2,5,,4,3,6,2,,1,3,5,4,2,1,,4,2,5,1,3,6,,4,5,6,3,1,,,2,1,6,3,4,2,,5,,3,6,1,,2,5,,4,3,6,2,,1,3,6,4,2,1,,5,9,2,10,5,12,,3,7,3,12,10,,,7,12,4,10,1,11,,2,,1,8,3,,1,1,,3,9,2,8,,6,12,5,12,7,12,,５,２,３,１,３,５,,２,４,４,３,３,,,３,６,６,５,１,２,,６,,６,４,１,,３,４,,３,４,５,６,,１,１,１,２,３,１,,0.15,0.15,0.14,0.16,0.15,0.15, 61, 63, 31, 65, 21, 67, 32.26, 30.93, 31.63, 41.24, 35.79, 37.23, 50.54, 52.58, 50.00, 54.64, 48.42, 54.26, 43, 59, 65, 71, 41, 19, 42.67, 25.81, 33.33, 28.38, 27.12, 31.43, 62.67, 41.94, 51.85, 50.00, 44.07, 48.57,F1,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.84,38.64,47.50,23.53, 9.09,46.81,43.75,39.55,63.24,25.74,14.81,60.14,52.63,63.64,70.00,35.29,13.64,65.96,56.25,61.19,82.35,38.61,22.22,78.99,浅　見　　昌　克,大　澤　　大　夢,石　渡　　鉄　兵,小　川　　時　光,石　田　　貴　洋,中　澤　　和　志,3629,4281,3716,4186,5005,3952, 5.89, 6.09, 7.10, 4.26, 2.64, 6.55, 5.96, 5.85, 7.96, 4.31, 3.69, 7.28
2019-04-27,多摩川,7,.11,,,,,,,.12,.11,,,,,,.27,,.09,,,,,.18,,,,,,,.07,,.16,,,,,.16,,.12,,,,,5,,,,,,,3,1,,,,,,5,,5,,,,,6,,,,,,,4,,3,,,,,1,,5,,,,,5,,,,,,,3,1,,,,,,6,,5,,,,,6,,,,,,,4,,3,,,,,1,,5,,,,,3,,,,,,,7,12,,,,,,5,,3,,,,,11,,,,,,,4,,1,,,,,6,,2,,,,,５,,,,,,,１,１,,,,,,５,,５,,,,,５,,,,,,,３,,エ,,,,,４,,６,,,,,0.14,0.14,0.20,0.16,0.21,0.17,127,184,161,136,148,156, 29.33, 35.19, 30.82, 32.05, 33.33, 32.47, 44.67, 57.41, 45.91, 48.08, 51.06, 51.30, 34, 28, 15, 32, 55, 45, 43.03, 34.25, 32.67, 38.42, 29.05, 33.73, 66.06, 53.59, 50.00, 56.50, 45.27, 47.34,F0,F1,F0,F2,F0,F1,L0,L0,L0,L0,L0,L0,42.50,80.00, 0.00,47.83,33.33, 8.00,33.58,40.43, 6.67,47.79,17.81,15.97,52.50,92.50,12.50,66.67,47.22,28.00,51.82,58.87,22.22,61.95,35.62,33.61,柳　田　　英　明,濱野谷　　憲　吾,片　岡　　大　地,福　島　　勇　樹,塚　田　　修　二,門　間　　雄　大,3488,3590,4911,4083,3377,4895, 5.60, 8.43, 2.25, 6.45, 5.28, 3.24, 5.34, 6.71, 3.13, 6.32, 4.04, 3.89
2019-04-27,浜名湖,7,.26,.16,.11,.17,,,,.31,.21,.09,,,,,.25,,.20,.24,.11,,,.36,.29,.16,.16,,,,.20,.36,.31,,.26,,,.25,.26,.13,.19,,,,4,3,2,5,,,,4,1,3,,,,,2,,5,3,5,,,2,5,3,6,,,,6,6,4,,6,,,3,4,1,5,,,,6,3,2,5,,,,4,1,3,,,,,2,,5,3,5,,,2,5,3,6,,,,5,6,4,,6,,,3,4,1,5,,,,3,9,2,7,,,,7,11,10,,,,,7,,1,8,3,,,3,12,6,10,,,,2,9,4,,1,,,1,9,3,11,,,,３,４,５,４,,,,２,１,３,,,,,６,,２,５,４,,,１,２,１,６,,,,４,５,４,,３,,,１,６,２,５,,,,0.16,0.18,0.18,0.16,0.23,0.17, 59, 30, 34, 55, 38, 63, 30.40, 29.46, 29.69, 34.35, 29.37, 34.11, 44.80, 47.29, 44.53, 45.80, 44.44, 62.02, 10, 61, 53, 40, 26, 20, 37.50,  0.00,  0.00, 23.53, 12.50, 44.44, 50.00,  0.00, 25.00, 29.41, 37.50, 44.44,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,38.46,53.06,41.18,62.50, 7.84,14.29,36.97,56.82,25.76,45.77, 6.12,21.18,57.69,61.22,47.06,75.00,17.65,42.86,52.10,68.18,43.94,62.68,26.53,37.65,土　屋　　太　朗,高　野　　哲　史,金　子　　和　之,齊　藤　　　　仁,石　原　　　　翼,近　藤　　友　宝,3441,4512,4700,3978,4989,4439, 6.00, 6.96, 5.59, 7.50, 2.76, 4.33, 5.28, 6.92, 4.83, 6.59, 3.20, 4.47
2019-04-27,蒲　郡,7,.28,,.12,.18,.11,,,.13,,.25,.20,,,,.11,.13,.10,,,,,.17,.14,.13,,,,,.19,.19,.21,,,,,.16,.26,.14,,.35,,,2,,3,4,6,,,5,,3,1,,,,6,2,5,,,,,2,5,3,,,,,3,3,1,,,,,4,1,6,,2,,,2,,3,4,5,,,4,,3,1,,,,6,2,5,,,,,2,5,3,,,,,3,6,1,,,,,4,1,5,,2,,,8,,5,10,3,,,1,,1,6,,,,3,10,2,,,,,6,11,9,,,,,5,9,9,,,,,2,6,1,,1,,,５,,２,４,４,,,４,,４,５,,,,５,４,４,,,,,１,６,２,,,,,２,１,５,,,,,６,６,６,,３,,,0.13,0.20,0.16,0.14,0.16,0.17, 13, 19, 28, 31, 69, 48, 35.46, 35.86, 33.33, 37.26, 36.09, 35.00, 56.18, 51.05, 47.33, 53.77, 53.48, 55.00, 40, 39, 11, 25, 60, 24, 46.69, 33.61, 35.04, 28.79, 36.44, 32.64, 60.33, 51.04, 48.72, 46.46, 57.20, 51.65,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,30.30,28.00, 0.00,37.93,33.33, 0.00,37.76,17.71,31.58,35.85,50.98,12.50,51.52,32.00, 0.00,51.72,59.52, 0.00,55.94,27.08,43.42,50.94,65.69,25.00,伊　藤　　誠　二,鈴　木　　貴　司,石　川　　哲　秀,小　坂　　宗　司,古　川　　誠　之,中　村　　将　隆,3713,3276,3950,4593,3988,4982, 5.55, 4.48, 0.00, 5.45, 5.95, 0.00, 5.73, 3.54, 4.97, 5.27, 6.55, 3.36
2019-04-27,常　滑,7,.14,,.13,.05,,,,.18,.22,.13,.21,,,,.06,.22,.16,.24,,,,.09,.19,.21,.21,,,,.09,.19,.30,.05,,,,.14,.17,.02,,,,,5,,2,4,,,,5,1,6,2,,,,1,2,3,4,,,,1,4,3,5,,,,6,5,2,1,,,,4,2,6,,,,,5,,2,4,,,,5,1,6,2,,,,1,2,6,5,,,,1,4,3,6,,,,6,5,2,1,,,,4,2,5,,,,,5,,3,8,,,,1,9,2,12,,,,5,12,4,9,,,,1,6,5,9,,,,3,12,7,11,,,,4,8,4,,,,,６,,２,２,,,,５,１,３,３,,,,１,２,２,２,,,,１,３,２,３,,,,２,３,４,１,,,,５,３,３,,,,,0.16,0.18,0.17,0.17,0.17,0.16, 37, 57, 52, 19, 45, 67, 25.00, 28.57, 31.79, 32.18, 26.28, 31.77, 44.23, 44.90, 49.74, 47.13, 41.67, 51.56, 19, 33, 25,  5, 10, 34, 28.57, 36.36, 24.05, 27.03, 32.18, 17.95, 38.10, 51.14, 43.04, 45.95, 57.47, 37.18,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,31.82,32.35,36.36,42.11,35.29,18.75,28.38,50.81,43.18,25.66,47.41,12.50,50.00,47.06,59.09,60.53,58.82,37.50,44.59,66.13,71.21,54.87,64.66,32.95,竹　腰　　正　樹,横　澤　　剛　治,野長瀬　　正　孝,天　野　　友　和,飯　島　　昌　弘,出　村　　卓　也,3692,3956,3327,3905,3679,4622, 5.45, 5.88, 6.27, 6.13, 6.35, 4.25, 4.62, 6.73, 6.57, 5.12, 6.66, 3.60
2019-04-27,住之江,7,.30,.09,.09,,.02,.12,.13,.15,,.13,,.16,.19,.46,.13,.16,.37,,.17,.20,,.29,,.31,.19,.03,,.20,.11,.29,.26,,.03,.16,,.09,.08,.12,,.11,.20,.05,5,6,2,,4,3,2,6,,3,,5,4,1,4,1,3,,5,2,,6,,5,5,6,,6,6,4,2,,1,4,,2,3,4,,1,3,3,5,6,2,,4,3,2,6,,3,,5,4,1,4,1,6,,5,2,,6,,5,4,6,,5,6,4,2,,1,3,,2,3,4,,1,5,3,6,10,11,,2,11,2,7,,4,,1,7,1,8,12,5,,6,10,,4,,1,5,1,,3,2,11,5,,2,8,,2,10,10,,5,12,2,５,４,５,,３,４,２,２,,５,,３,２,６,１,１,１,,１,５,,６,,５,６,４,,５,５,６,２,,１,３,,１,２,４,,３,５,１,0.16,0.20,0.15,0.23,0.20,0.14, 20, 66, 26, 39, 16, 19, 43.75, 17.39, 28.57, 47.37, 35.71, 50.00, 68.75, 26.09, 47.62, 63.16, 57.14, 54.17, 74, 26, 27, 54, 22, 18, 50.00, 52.94, 31.25, 13.04, 16.67, 20.83, 72.22, 70.59, 56.25, 47.83, 33.33, 50.00,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,31.25,30.00,37.50, 0.00,38.10,51.85,43.97,21.51,62.50, 3.23,39.84,37.31,37.50,35.00,62.50, 0.00,57.14,70.37,62.93,38.71,71.88, 6.45,59.35,59.70,中　村　　　　真,山　川　　雄　大,瓜　生　　正　義,古　場　　健　也,平　野　　和　明,和　田　　兼　輔,3616,4902,3783,5024,4142,4446, 4.50, 4.00, 6.98, 1.08, 5.52, 6.89, 6.02, 4.30, 7.74, 1.81, 5.83, 6.23
2019-04-27,鳴　門,7,.15,.18,,,,,,.17,,.21,,,,,.22,.18,,,,,,.19,.14,,,,,,.14,,.09,,,,,.11,,,,,,,3,6,,,,,,5,,6,,,,,2,5,,,,,,5,3,,,,,,6,,6,,,,,1,,,,,,,3,6,,,,,,5,,6,,,,,2,5,,,,,,5,3,,,,,,6,,6,,,,,1,,,,,,,3,11,,,,,,5,,3,,,,,4,8,,,,,,3,10,,,,,,5,,1,,,,,12,,,,,,,２,３,,,,,,５,,４,,,,,１,２,,,,,,５,４,,,,,,６,,６,,,,,３,,,,,,,0.18,0.17,0.15,0.19,0.16,0.16, 25, 22, 17, 77, 69, 26, 16.67, 33.33, 50.00,  0.00,  0.00, 33.33, 50.00, 66.67, 62.50,  0.00,  0.00, 50.00, 50, 78, 57, 66, 55, 59,100.00,  0.00, 28.57,  0.00,  0.00, 50.00,100.00,  0.00, 42.86,  0.00,  0.00, 50.00,F0,F1,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,12.50,12.82,21.05,35.58, 0.00,64.29,23.00,15.12,43.18,28.35, 0.00,48.80,25.00,33.33,52.63,61.54, 0.00,77.86,42.00,32.56,57.58,50.39, 1.72,71.20,岩　川　　仁　士,佐　竹　　太　一,井　上　　一　輝,竹　田　　吉　行,粟　田　　　　祥,田　村　　隆　信,4489,4725,4826,4383,5025,4028, 3.63, 3.85, 4.95, 5.92, 1.12, 7.90, 4.65, 3.79, 5.80, 5.19, 1.38, 7.42
2019-04-27,丸　亀,7,.11,,,,,,,,,,,,,,.21,,,,,,,.23,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,２,,,,,,,,,,,,,,３,,,,,,,３,,,,,,,,,,,,,,,,,,,,,0.19,0.15,0.19,0.16,0.17,0.14, 41, 26, 35,  8, 23, 24, 26.67, 27.22, 41.94, 44.31, 31.90, 32.12, 39.39, 42.41, 57.42, 61.08, 45.40, 43.03, 20, 58, 37, 31, 30, 39, 36.73, 35.00, 40.82, 25.00, 37.78, 32.00, 47.96, 52.00, 55.10, 40.00, 55.56, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.07,51.09,21.15,25.58,32.35,49.22,25.38,56.46,20.65,24.77,25.78,49.64,60.63,72.83,38.46,41.86,55.88,69.53,46.92,70.07,39.13,40.37,42.97,71.94,塩　田　　雄　一,石　丸　　海　渡,越　智　　照　浩,吉　永　　泰　弘,平　池　　仁　志,森　高　　一　真,3578,4772,4010,3710,3553,4030, 5.69, 6.64, 4.52, 4.45, 5.42, 6.98, 4.81, 7.01, 4.46, 4.50, 4.61, 6.92
2019-04-27,児　島,7,.19,.20,.08,,.21,,,.10,.15,.18,.18,,,,.22,.18,.20,,.05,,,.26,.11,.11,.22,,,,.22,.18,.09,,.11,,,.13,,.05,.22,,,,2,6,5,,3,,,1,3,6,4,,,,5,2,4,,1,,,2,6,3,1,,,,3,6,2,,4,,,4,,3,1,,,,2,6,5,,3,,,1,3,6,4,,,,5,2,4,,1,,,2,6,3,1,,,,3,6,2,,4,,,4,,3,1,,,,2,8,6,,2,,,1,10,8,11,,,,4,11,8,,3,,,4,12,6,11,,,,2,10,5,,1,,,8,,3,9,,,,３,４,４,,３,,,１,１,４,２,,,,２,６,６,,１,,,１,５,２,１,,,,２,６,３,,３,,,３,,１,６,,,,0.15,0.15,0.22,0.16,0.17,0.16, 35, 51, 21, 57, 29, 45, 38.46, 35.48, 40.00, 48.72, 44.12, 32.35, 53.85, 45.16, 52.50, 61.54, 55.88, 64.71, 16, 53, 20, 60, 65, 45, 33.77, 43.06, 44.87, 31.65, 29.87, 37.88, 57.14, 54.17, 61.54, 46.84, 51.95, 53.03,F1,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,25.97,48.28,28.57,43.40,38.36,44.68,15.94,43.22,24.75,46.75,20.22,38.97,46.75,62.07,41.67,66.04,58.90,58.51,27.54,66.10,39.60,65.58,29.21,52.21,福　嶋　　智　之,妹　尾　　忠　幸,玄　馬　　　　徹,山　本　　寛　久,坂　口　　貴　彦,東　　　　健　介,4054,4089,3600,3874,4423,3458, 5.06, 6.45, 4.65, 6.42, 5.62, 6.02, 3.86, 6.53, 4.26, 6.74, 4.21, 5.52
